Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Season
Mike Miller,33.0,MEM,SF,82.0,4.0,20.8,2.6,5.4,48.148148148148145,1.3,2.8,46.42857142857144,1.3,2.6,50.0,60.18518518518518,0.6,0.7,85.71428571428572,0.4,2.2,2.5,1.6,0.3,0.1,0.9,1.2,7.1,No Awards,2013-14
Steve Blake,33.0,2TM,PG,55.0,28.0,27.2,2.4,6.4,37.49999999999999,1.4,3.8,36.84210526315789,1.0,2.6,38.46153846153846,48.43749999999999,0.6,0.8,74.99999999999999,0.2,2.7,2.9,5.6,1.0,0.1,1.9,1.5,6.9,No Awards,2013-14
Giannis Antetokounmpo,19.0,MIL,SF,77.0,23.0,24.6,2.2,5.4,40.74074074074075,0.5,1.5,33.33333333333333,1.7,3.9,43.58974358974359,45.370370370370374,1.8,2.6,69.23076923076923,1.0,3.4,4.4,1.9,0.8,0.8,1.6,2.2,6.8,ROY-7,2013-14
Norris Cole,25.0,MIA,PG,82.0,6.0,24.6,2.5,6.1,40.98360655737705,0.7,2.1,33.33333333333333,1.8,4.0,45.0,46.72131147540984,0.6,0.8,74.99999999999999,0.2,1.7,2.0,3.0,0.9,0.1,1.5,1.9,6.4,No Awards,2013-14
Dante Cunningham,26.0,MIN,PF,81.0,7.0,20.2,2.9,6.3,46.03174603174603,0.0,0.1,0.0,2.9,6.2,46.774193548387096,46.03174603174603,0.5,0.8,62.5,1.4,2.7,4.1,1.0,0.8,0.7,0.5,1.8,6.3,No Awards,2013-14
Draymond Green,23.0,GSW,SF,82.0,12.0,21.9,2.3,5.6,41.07142857142857,0.7,2.0,35.0,1.6,3.6,44.44444444444445,47.32142857142858,1.0,1.5,66.66666666666666,1.0,3.9,5.0,1.9,1.2,0.9,1.1,2.8,6.2,No Awards,2013-14
Anthony Tolliver,28.0,CHA,PF,64.0,9.0,20.3,2.0,4.8,41.66666666666667,1.6,3.9,41.02564102564103,0.4,0.9,44.44444444444445,58.333333333333336,0.5,0.6,83.33333333333334,0.5,2.1,2.6,0.7,0.3,0.2,0.4,1.3,6.1,No Awards,2013-14
John Salmons,34.0,2TM,SF,78.0,8.0,22.1,1.9,5.3,35.84905660377358,0.8,2.1,38.095238095238095,1.1,3.2,34.375,43.39622641509433,0.5,0.7,71.42857142857143,0.3,1.8,2.1,1.9,0.6,0.2,0.7,1.6,5.2,No Awards,2013-14
John Salmons,34.0,TOR,SG,60.0,0.0,21.4,1.8,4.9,36.73469387755102,0.8,2.0,40.0,1.0,2.9,34.48275862068966,44.89795918367347,0.6,0.8,74.99999999999999,0.2,1.8,2.0,1.7,0.6,0.2,0.7,1.5,5.0,No Awards,2013-14
Gerald Wallace,31.0,BOS,SF,58.0,16.0,24.4,2.0,4.0,50.0,0.3,1.1,27.27272727272727,1.7,2.9,58.620689655172406,53.75,0.8,1.7,47.05882352941177,0.6,3.0,3.7,2.5,1.3,0.2,1.7,1.4,5.1,No Awards,2013-14
Isaiah Thomas,25.0,2TM,PG,67.0,1.0,25.8,5.0,11.9,42.016806722689076,1.9,5.2,36.53846153846153,3.1,6.7,46.26865671641791,50.0,4.5,5.2,86.53846153846153,0.5,1.8,2.3,4.2,0.9,0.1,2.1,2.2,16.4,6MOY-2,2014-15
Jamal Crawford,34.0,LAC,SG,64.0,4.0,26.6,5.2,13.1,39.694656488549626,1.9,5.7,33.33333333333333,3.3,7.4,44.59459459459459,46.94656488549619,3.5,3.9,89.74358974358975,0.3,1.7,1.9,2.5,0.9,0.2,1.4,1.7,15.8,6MOY-3,2014-15
Lou Williams,28.0,TOR,SG,80.0,0.0,25.2,4.7,11.6,40.51724137931035,1.9,5.6,33.92857142857143,2.8,6.0,46.666666666666664,48.70689655172414,4.3,4.9,87.75510204081631,0.3,1.6,1.9,2.1,1.1,0.1,1.3,1.3,15.5,6MOY-1,2014-15
Reggie Jackson,24.0,2TM,PG,77.0,40.0,29.5,5.6,12.9,43.410852713178286,0.9,3.1,29.03225806451613,4.7,9.8,47.95918367346938,46.89922480620155,2.4,2.8,85.71428571428572,0.7,3.5,4.2,6.0,0.8,0.1,2.4,2.2,14.5,No Awards,2014-15
Reggie Jackson,24.0,OKC,PG,50.0,13.0,28.0,5.0,11.5,43.47826086956522,0.9,3.2,28.125,4.1,8.4,48.8095238095238,47.39130434782609,2.0,2.3,86.95652173913044,0.6,3.5,4.0,4.3,0.8,0.1,1.8,1.9,12.8,No Awards,2014-15
Mo Williams,32.0,2TM,PG,68.0,33.0,29.1,5.0,12.6,39.682539682539684,1.8,5.1,35.294117647058826,3.3,7.5,44.0,46.82539682539683,2.4,2.8,85.71428571428572,0.3,2.2,2.6,6.2,0.7,0.2,2.5,2.4,14.2,No Awards,2014-15
Ryan Anderson,26.0,NOP,PF,61.0,5.0,27.5,4.8,12.0,40.0,2.0,5.9,33.89830508474576,2.8,6.1,45.90163934426229,48.333333333333336,2.1,2.5,84.00000000000001,1.8,3.1,4.8,0.9,0.5,0.3,1.0,1.9,13.7,No Awards,2014-15
C.J. Miles,27.0,IND,SG,70.0,40.0,26.3,4.7,11.8,39.83050847457627,2.2,6.4,34.375,2.5,5.4,46.29629629629629,49.152542372881356,1.9,2.3,82.6086956521739,0.3,2.8,3.1,1.1,0.9,0.4,1.0,1.9,13.5,No Awards,2014-15
Rodney Stuckey,28.0,IND,PG,71.0,36.0,26.4,4.7,10.6,44.339622641509436,0.8,2.0,40.0,3.9,8.6,45.34883720930233,48.113207547169814,2.5,3.0,83.33333333333334,0.5,3.0,3.5,3.1,0.8,0.1,1.7,1.8,12.6,No Awards,2014-15
Josh Smith,29.0,2TM,PF,83.0,35.0,27.7,5.0,11.9,42.016806722689076,0.9,2.7,33.33333333333333,4.1,9.1,45.05494505494505,45.79831932773109,1.5,3.1,48.387096774193544,1.8,4.6,6.4,3.3,1.0,1.4,2.5,2.7,12.4,No Awards,2014-15
Josh Smith,29.0,HOU,PF,55.0,7.0,25.5,4.7,10.8,43.51851851851852,1.1,3.5,31.428571428571434,3.6,7.4,48.648648648648646,48.61111111111111,1.4,2.6,53.84615384615385,1.8,4.1,6.0,2.6,0.9,1.2,2.4,2.7,12.0,No Awards,2014-15
Danilo Gallinari,26.0,DEN,SF,59.0,27.0,24.2,3.9,9.6,40.625,1.8,5.1,35.294117647058826,2.1,4.5,46.666666666666664,50.0,2.9,3.2,90.62499999999999,0.5,3.2,3.7,1.4,0.8,0.3,1.0,1.6,12.4,No Awards,2014-15
Evan Fournier,22.0,ORL,SG,58.0,32.0,28.6,4.4,9.9,44.44444444444445,1.5,3.9,38.46153846153847,2.9,6.0,48.333333333333336,52.02020202020202,1.8,2.5,72.0,0.5,2.2,2.6,2.1,0.7,0.0,1.4,2.0,12.0,No Awards,2014-15
Jarrett Jack,31.0,BRK,PG,80.0,27.0,28.0,4.5,10.2,44.117647058823536,0.5,1.8,27.77777777777778,4.0,8.4,47.61904761904761,46.568627450980394,2.5,2.8,89.28571428571429,0.2,2.8,3.1,4.7,0.9,0.2,2.4,1.8,12.0,No Awards,2014-15
Jordan Clarkson,22.0,LAL,PG,59.0,38.0,25.0,4.5,10.1,44.554455445544555,0.6,2.1,28.57142857142857,3.9,8.1,48.14814814814815,47.524752475247524,2.2,2.7,81.4814814814815,0.9,2.3,3.2,3.5,0.9,0.2,1.6,1.8,11.9,ROY-7,2014-15
Dion Waiters,23.0,2TM,SG,80.0,23.0,27.6,4.7,11.8,39.83050847457627,0.9,3.1,29.03225806451613,3.8,8.8,43.18181818181818,43.64406779661017,1.5,2.2,68.18181818181817,0.5,1.9,2.4,2.0,1.1,0.3,1.4,1.9,11.8,No Awards,2014-15
Carlos Boozer,33.0,LAL,PF,71.0,26.0,23.8,5.2,10.5,49.523809523809526,0.0,0.0,0.0,5.2,10.5,49.523809523809526,49.523809523809526,1.3,2.1,61.904761904761905,1.6,5.2,6.8,1.3,0.6,0.2,1.3,2.6,11.8,No Awards,2014-15
Aaron Brooks,30.0,CHI,PG,82.0,21.0,23.0,4.2,10.0,42.00000000000001,1.5,3.8,39.473684210526315,2.7,6.1,44.26229508196722,49.5,1.8,2.1,85.71428571428571,0.4,1.6,2.0,3.2,0.7,0.2,1.9,2.3,11.6,6MOY-11,2014-15
Amar'e Stoudemire,32.0,2TM,PF,59.0,15.0,21.1,4.6,8.3,55.421686746987945,0.0,0.1,0.0,4.6,8.2,56.09756097560976,55.421686746987945,2.3,3.2,71.87499999999999,1.9,3.7,5.6,0.8,0.5,0.6,1.3,2.7,11.5,No Awards,2014-15
Corey Brewer,28.0,2TM,SF,80.0,17.0,26.1,4.3,10.1,42.57425742574257,0.8,2.9,27.586206896551722,3.5,7.1,49.29577464788733,46.53465346534654,2.1,2.8,75.00000000000001,1.0,2.7,3.7,2.2,1.4,0.2,1.6,2.2,11.5,6MOY-8,2014-15
Corey Brewer,28.0,HOU,SF,56.0,1.0,25.1,4.4,10.4,42.30769230769231,1.0,3.5,28.57142857142857,3.5,6.9,50.724637681159415,47.11538461538461,2.0,2.6,76.92307692307692,0.9,2.8,3.6,1.7,1.1,0.3,1.4,2.0,11.9,No Awards,2014-15
Tim Hardaway Jr.,22.0,NYK,SG,70.0,30.0,24.0,4.0,10.2,39.21568627450981,1.7,5.1,33.333333333333336,2.3,5.2,44.230769230769226,47.549019607843135,1.8,2.2,81.81818181818181,0.2,2.1,2.2,1.8,0.3,0.2,1.2,1.7,11.5,No Awards,2014-15
Ersan İlyasova,27.0,MIL,PF,58.0,36.0,22.7,4.5,9.6,46.875,1.3,3.3,39.3939393939394,3.3,6.3,52.38095238095239,53.645833333333336,1.2,1.8,66.66666666666666,1.4,3.4,4.8,1.0,0.6,0.3,0.8,2.6,11.5,No Awards,2014-15
O.J. Mayo,27.0,MIL,SG,71.0,15.0,23.9,4.2,9.9,42.42424242424242,1.4,3.9,35.8974358974359,2.8,6.0,46.666666666666664,49.494949494949495,1.6,2.0,80.0,0.4,2.2,2.6,2.8,0.8,0.3,1.8,2.3,11.4,No Awards,2014-15
Jeremy Lin,26.0,LAL,PG,74.0,30.0,25.8,3.7,8.8,42.04545454545454,0.9,2.4,37.5,2.9,6.5,44.61538461538461,47.159090909090914,2.9,3.6,80.55555555555554,0.4,2.3,2.6,4.6,1.1,0.4,2.2,2.6,11.2,No Awards,2014-15
Jodie Meeks,27.0,DET,SG,60.0,0.0,24.4,3.7,8.9,41.57303370786517,1.2,3.5,34.285714285714285,2.5,5.4,46.29629629629629,48.31460674157303,2.4,2.7,88.88888888888889,0.2,1.5,1.7,1.3,1.0,0.1,1.0,1.3,11.1,No Awards,2014-15
Anthony Morrow,29.0,OKC,SG,74.0,0.0,24.4,3.9,8.3,46.98795180722891,1.9,4.4,43.18181818181818,1.9,3.9,48.717948717948715,58.43373493975903,1.1,1.2,91.66666666666667,0.5,2.1,2.6,0.8,0.7,0.1,0.5,1.8,10.7,6MOY-11,2014-15
Manu Ginóbili,37.0,SAS,SG,70.0,0.0,22.7,3.6,8.4,42.857142857142854,1.3,3.7,35.13513513513514,2.3,4.7,48.93617021276595,50.595238095238095,2.1,2.9,72.41379310344827,0.4,2.6,3.0,4.2,1.0,0.3,2.2,2.0,10.5,6MOY-8,2014-15
Marcus Morris,25.0,PHO,PF,81.0,35.0,25.2,4.1,9.4,43.61702127659574,1.4,3.9,35.8974358974359,2.7,5.6,48.21428571428572,51.06382978723404,0.9,1.4,64.28571428571429,0.9,3.9,4.8,1.6,0.8,0.2,0.9,2.3,10.4,No Awards,2014-15
Taj Gibson,29.0,CHI,PF,62.0,17.0,27.3,4.1,8.2,50.0,0.0,0.0,0.0,4.1,8.2,50.0,50.0,2.1,3.0,70.0,2.6,3.8,6.4,1.1,0.6,1.2,1.2,2.6,10.3,6MOY-10,2014-15
Kelly Olynyk,23.0,BOS,C,64.0,13.0,22.2,3.9,8.3,46.98795180722891,1.0,2.7,37.03703703703704,3.0,5.5,54.54545454545454,53.01204819277109,1.5,2.1,71.42857142857143,1.4,3.3,4.7,1.7,1.0,0.6,1.5,3.3,10.3,No Awards,2014-15
Mario Chalmers,28.0,MIA,PG,80.0,37.0,29.6,3.3,8.3,39.75903614457831,0.9,3.1,29.03225806451613,2.4,5.2,46.15384615384615,45.18072289156626,2.6,3.3,78.7878787878788,0.3,2.3,2.6,3.8,1.5,0.1,2.2,3.1,10.2,No Awards,2014-15
Nikola Mirotić,23.0,CHI,PF,82.0,3.0,20.2,3.1,7.6,40.789473684210535,1.2,3.8,31.57894736842105,1.9,3.8,50.0,48.684210526315795,2.8,3.5,80.0,0.8,4.2,4.9,1.2,0.7,0.7,1.1,2.1,10.2,"ROY-2,6MOY-6",2014-15
Gary Neal,30.0,2TM,SG,54.0,1.0,22.1,3.5,9.3,37.634408602150536,0.9,3.0,30.0,2.6,6.3,41.26984126984127,42.473118279569896,2.2,2.5,88.00000000000001,0.3,2.1,2.4,1.9,0.4,0.0,1.2,1.6,10.1,No Awards,2014-15
Zach LaVine,19.0,MIN,PG,77.0,40.0,24.7,3.7,8.8,42.04545454545454,0.7,2.2,31.818181818181813,3.0,6.6,45.45454545454546,46.022727272727266,1.9,2.3,82.6086956521739,0.4,2.4,2.8,3.6,0.7,0.1,2.5,2.1,10.1,No Awards,2014-15
Wayne Ellington,27.0,LAL,SG,65.0,36.0,25.8,3.9,9.5,41.05263157894737,1.4,3.7,37.83783783783783,2.5,5.8,43.10344827586207,48.421052631578945,0.8,1.0,80.0,0.5,2.8,3.2,1.6,0.5,0.0,0.8,1.2,10.0,No Awards,2014-15
C.J. Watson,30.0,IND,PG,57.0,21.0,24.9,3.2,7.3,43.83561643835617,1.2,3.1,38.70967741935484,1.9,4.2,45.238095238095234,52.05479452054795,2.4,2.9,82.75862068965517,0.3,2.5,2.9,3.6,1.0,0.2,1.8,1.9,10.0,No Awards,2014-15
D.J. Augustin,27.0,2TM,PG,82.0,14.0,24.0,3.1,7.9,39.24050632911392,1.0,3.0,33.33333333333333,2.1,4.9,42.857142857142854,45.56962025316456,2.2,2.5,88.00000000000001,0.2,1.7,2.0,4.3,0.6,0.0,1.8,1.1,9.5,No Awards,2014-15
D.J. Augustin,27.0,DET,PG,54.0,13.0,23.8,3.5,8.5,41.17647058823529,0.9,2.8,32.142857142857146,2.6,5.8,44.827586206896555,46.470588235294116,2.7,3.1,87.09677419354838,0.2,1.6,1.9,4.9,0.6,0.0,2.0,1.1,10.6,No Awards,2014-15
Greivis Vásquez,28.0,TOR,PG,82.0,29.0,24.3,3.6,8.8,40.90909090909091,1.6,4.3,37.2093023255814,2.0,4.6,43.47826086956522,50.0,0.6,0.8,74.99999999999999,0.3,2.4,2.6,3.7,0.6,0.1,1.5,2.2,9.5,No Awards,2014-15
Luis Scola,34.0,IND,PF,81.0,16.0,20.5,3.7,7.9,46.835443037974684,0.1,0.2,50.0,3.6,7.7,46.75324675324675,47.46835443037975,2.0,2.8,71.42857142857143,1.7,4.8,6.5,1.3,0.6,0.2,1.2,2.4,9.4,No Awards,2014-15
Marco Belinelli,28.0,SAS,SG,62.0,9.0,22.4,3.2,7.6,42.10526315789474,1.4,3.7,37.83783783783783,1.8,3.9,46.15384615384615,51.31578947368421,1.4,1.6,87.49999999999999,0.4,2.1,2.5,1.5,0.5,0.0,1.0,1.4,9.2,No Awards,2014-15
Bojan Bogdanović,25.0,BRK,SF,78.0,28.0,23.8,3.3,7.4,44.59459459459459,1.2,3.3,36.36363636363637,2.2,4.1,53.658536585365866,52.702702702702695,1.1,1.4,78.57142857142858,0.6,2.1,2.7,0.9,0.4,0.1,1.0,1.3,9.0,No Awards,2014-15
Omri Casspi,26.0,SAC,SF,67.0,19.0,21.1,3.1,6.4,48.4375,0.5,1.3,38.46153846153846,2.6,5.1,50.980392156862756,52.34375,2.1,2.9,72.41379310344827,0.8,3.1,3.9,1.5,0.5,0.1,1.3,1.6,8.9,No Awards,2014-15
Devin Harris,31.0,DAL,PG,76.0,3.0,22.2,2.9,6.9,42.028985507246375,1.3,3.5,37.142857142857146,1.6,3.4,47.05882352941177,51.449275362318836,1.7,2.1,80.95238095238095,0.2,1.6,1.8,3.1,1.0,0.2,1.1,1.9,8.8,No Awards,2014-15
Hollis Thompson,23.0,PHI,SG,71.0,23.0,25.0,3.2,7.6,42.10526315789474,1.6,4.0,40.0,1.5,3.6,41.666666666666664,52.63157894736842,0.9,1.3,69.23076923076923,0.7,2.0,2.8,1.2,0.8,0.4,0.9,2.0,8.8,No Awards,2014-15
Boris Diaw,32.0,SAS,PF,81.0,15.0,24.5,3.6,7.8,46.15384615384615,0.7,2.1,33.33333333333333,2.9,5.7,50.87719298245613,50.64102564102565,0.9,1.1,81.81818181818181,1.0,3.3,4.3,2.9,0.4,0.3,1.6,1.8,8.7,No Awards,2014-15
Randy Foye,31.0,DEN,SG,50.0,21.0,21.7,3.0,8.0,37.5,1.9,5.3,35.84905660377358,1.1,2.8,39.28571428571429,49.375,0.9,1.1,81.81818181818181,0.2,1.5,1.7,2.4,0.7,0.2,1.2,1.9,8.7,No Awards,2014-15
Rodney Hood,22.0,UTA,SG,50.0,21.0,21.3,3.1,7.5,41.333333333333336,1.2,3.4,35.294117647058826,1.9,4.1,46.34146341463415,49.333333333333336,1.2,1.6,74.99999999999999,0.2,2.2,2.3,1.7,0.6,0.2,0.9,2.4,8.7,No Awards,2014-15
Tristan Thompson,23.0,CLE,PF,82.0,15.0,26.8,3.3,6.0,54.99999999999999,0.0,0.0,0.0,3.3,6.0,54.99999999999999,54.99999999999999,1.9,3.0,63.33333333333333,3.3,4.7,8.0,0.5,0.4,0.7,1.0,2.3,8.5,6MOY-5,2014-15
Rudy Gobert,22.0,UTA,C,82.0,37.0,26.3,3.1,5.2,59.61538461538461,0.0,0.0,0.0,3.1,5.2,59.61538461538461,59.61538461538461,2.1,3.3,63.63636363636365,3.2,6.2,9.5,1.3,0.8,2.3,1.4,2.1,8.4,DPOY-5,2014-15
Jameer Nelson,32.0,3TM,PG,63.0,29.0,22.3,3.3,8.0,41.25,1.4,4.1,34.146341463414636,1.8,3.9,46.15384615384615,50.0,0.4,0.6,66.66666666666667,0.5,1.8,2.3,4.0,0.7,0.1,1.7,2.2,8.3,No Awards,2014-15
Ed Davis,25.0,LAL,PF,79.0,24.0,23.3,3.6,5.9,61.01694915254237,0.0,0.0,0.0,3.6,5.9,61.01694915254237,61.01694915254237,1.2,2.4,50.0,2.9,4.7,7.6,1.2,0.6,1.2,0.7,2.6,8.3,No Awards,2014-15
Lance Stephenson,24.0,CHO,SG,61.0,25.0,25.8,3.4,9.0,37.77777777777778,0.3,1.7,17.647058823529413,3.1,7.3,42.465753424657535,39.44444444444444,1.1,1.8,61.111111111111114,0.6,3.9,4.5,3.9,0.6,0.1,2.1,2.2,8.2,No Awards,2014-15
Iman Shumpert,24.0,2TM,SG,62.0,25.0,24.9,3.1,7.6,40.789473684210535,1.1,3.2,34.375,2.0,4.4,45.45454545454545,48.02631578947369,0.7,1.0,70.0,0.9,2.7,3.6,2.2,1.3,0.3,1.5,2.2,8.0,No Awards,2014-15
Kris Humphries,29.0,WAS,PF,64.0,17.0,21.0,3.3,7.0,47.14285714285714,0.0,0.1,0.0,3.3,6.9,47.826086956521735,47.14285714285714,1.4,1.8,77.77777777777777,1.8,4.7,6.5,0.9,0.5,0.4,0.7,2.0,8.0,No Awards,2014-15
Patrick Patterson,25.0,TOR,PF,81.0,4.0,26.6,3.0,6.6,45.45454545454546,1.3,3.5,37.142857142857146,1.7,3.1,54.83870967741935,55.30303030303031,0.8,1.0,80.0,1.6,3.8,5.3,1.9,0.7,0.5,0.7,1.8,8.0,No Awards,2014-15
Jason Smith,28.0,NYK,C,82.0,31.0,21.8,3.1,7.2,43.05555555555556,0.2,0.5,40.0,3.0,6.7,44.776119402985074,44.44444444444445,1.5,1.9,78.94736842105263,1.2,2.8,4.0,1.7,0.4,0.5,1.3,2.5,8.0,No Awards,2014-15
K.J. McDaniels,21.0,2TM,SG,62.0,15.0,21.8,2.8,7.0,40.0,0.7,2.4,29.166666666666668,2.1,4.6,45.652173913043484,45.0,1.6,2.1,76.19047619047619,1.0,2.2,3.2,1.2,0.7,1.1,1.7,2.0,7.9,No Awards,2014-15
K.J. McDaniels,21.0,PHI,SG,52.0,15.0,25.4,3.2,8.1,39.50617283950618,0.8,2.8,28.571428571428577,2.4,5.2,46.15384615384615,44.44444444444445,1.9,2.5,76.0,1.2,2.5,3.8,1.3,0.8,1.3,2.0,2.3,9.2,No Awards,2014-15
Jerryd Bayless,26.0,MIL,PG,77.0,4.0,22.3,2.9,6.7,43.28358208955223,0.5,1.6,31.25,2.4,5.1,47.05882352941176,47.014925373134325,1.6,1.8,88.8888888888889,0.3,2.5,2.7,3.0,0.8,0.2,1.7,2.1,7.8,No Awards,2014-15
Andre Iguodala,31.0,GSW,SF,77.0,0.0,26.9,3.0,6.4,46.875,1.0,2.8,35.714285714285715,2.0,3.7,54.05405405405405,54.6875,0.9,1.5,60.0,0.6,2.8,3.3,3.0,1.2,0.3,1.1,1.3,7.8,6MOY-4,2014-15
Marcus Smart,20.0,BOS,PG,67.0,38.0,27.0,2.6,7.1,36.61971830985916,1.4,4.1,34.146341463414636,1.3,3.1,41.935483870967744,46.478873239436616,1.2,1.9,63.1578947368421,0.9,2.4,3.3,3.1,1.5,0.3,1.3,2.6,7.8,ROY-5,2014-15
Jae Crowder,24.0,2TM,SF,82.0,17.0,20.1,2.8,6.6,42.42424242424242,0.7,2.5,27.999999999999996,2.0,4.1,48.78048780487806,47.72727272727273,1.3,1.7,76.47058823529413,0.9,2.7,3.6,1.1,0.9,0.3,0.6,1.7,7.7,No Awards,2014-15
Jae Crowder,24.0,BOS,SF,57.0,17.0,24.2,3.4,8.2,41.463414634146346,0.8,3.0,26.666666666666668,2.6,5.2,50.0,46.34146341463415,1.7,2.3,73.91304347826087,1.1,3.6,4.6,1.4,1.0,0.4,0.7,1.9,9.5,No Awards,2014-15
Rasual Butler,35.0,WAS,SF,75.0,1.0,20.1,2.9,6.9,42.028985507246375,1.2,3.1,38.70967741935484,1.7,3.8,44.73684210526316,50.724637681159415,0.7,0.9,77.77777777777777,0.4,2.3,2.6,0.8,0.4,0.3,0.6,1.3,7.7,No Awards,2014-15
Norris Cole,26.0,2TM,PG,75.0,25.0,24.4,3.1,7.4,41.891891891891895,0.7,2.3,30.434782608695656,2.3,5.1,45.09803921568628,46.62162162162162,0.8,1.1,72.72727272727273,0.2,1.9,2.1,3.4,0.8,0.2,1.3,1.7,7.6,No Awards,2014-15
Tayshaun Prince,34.0,3TM,SF,58.0,16.0,24.1,3.1,6.9,44.927536231884055,0.5,1.2,41.66666666666667,2.5,5.8,43.10344827586207,48.55072463768116,0.8,1.1,72.72727272727273,0.9,2.7,3.6,1.6,0.5,0.3,0.6,0.9,7.5,No Awards,2014-15
Alan Anderson,32.0,BRK,SG,74.0,19.0,23.6,2.6,5.9,44.06779661016949,1.0,2.8,35.714285714285715,1.6,3.1,51.61290322580645,52.542372881355924,1.1,1.4,78.57142857142858,0.4,2.3,2.8,1.1,0.8,0.1,0.8,2.0,7.4,No Awards,2014-15
Ray McCallum,23.0,SAC,PG,68.0,30.0,21.1,3.0,6.9,43.47826086956522,0.5,1.6,31.25,2.5,5.3,47.16981132075472,47.10144927536232,0.8,1.2,66.66666666666667,0.8,1.9,2.6,2.8,0.7,0.2,1.3,1.4,7.4,No Awards,2014-15
Donald Sloan,27.0,IND,PG,53.0,21.0,20.9,2.7,6.7,40.298507462686565,0.8,2.5,32.0,2.0,4.2,47.61904761904761,46.26865671641791,1.1,1.5,73.33333333333334,0.2,2.5,2.7,3.6,0.4,0.0,1.2,0.9,7.4,No Awards,2014-15
Marvin Williams,28.0,CHO,PF,78.0,37.0,26.1,2.7,6.3,42.85714285714286,1.2,3.4,35.294117647058826,1.5,2.9,51.724137931034484,52.38095238095239,0.8,1.1,72.72727272727273,0.7,4.2,4.9,1.3,0.9,0.5,0.8,1.9,7.4,No Awards,2014-15
Quincy Pondexter,26.0,2TM,SG,75.0,30.0,23.9,2.5,6.0,41.66666666666667,1.2,3.3,36.36363636363637,1.3,2.7,48.148148148148145,51.66666666666667,0.9,1.3,69.23076923076923,0.7,1.9,2.6,1.3,0.3,0.3,0.7,2.0,7.2,No Awards,2014-15
Jared Dudley,29.0,MIL,SG,72.0,22.0,23.8,2.8,5.9,47.45762711864406,1.0,2.7,37.03703703703704,1.7,3.2,53.125,55.932203389830505,0.7,0.9,77.77777777777777,0.6,2.4,3.1,1.8,1.0,0.2,0.9,1.6,7.2,No Awards,2014-15
Lance Thomas,26.0,2TM,PF,62.0,37.0,24.0,2.9,7.1,40.845070422535215,0.1,0.4,25.0,2.8,6.8,41.17647058823529,41.54929577464789,1.2,1.6,74.99999999999999,1.0,2.1,3.1,1.1,0.6,0.1,1.2,1.6,7.1,No Awards,2014-15
Austin Rivers,22.0,2TM,SG,76.0,5.0,20.6,2.7,6.5,41.53846153846154,0.5,1.7,29.411764705882355,2.2,4.8,45.833333333333336,45.38461538461539,1.1,1.7,64.70588235294117,0.4,1.6,2.0,2.0,0.6,0.2,0.9,1.9,7.0,No Awards,2014-15
Jason Terry,37.0,HOU,SG,77.0,18.0,21.3,2.4,5.8,41.37931034482759,1.6,4.2,38.095238095238095,0.8,1.6,50.0,55.172413793103445,0.5,0.6,83.33333333333334,0.2,1.4,1.6,1.9,0.9,0.2,1.0,1.5,7.0,No Awards,2014-15
Ryan Kelly,23.0,LAL,PF,52.0,34.0,23.7,2.0,5.9,33.89830508474576,0.9,2.6,34.61538461538461,1.1,3.4,32.35294117647059,41.52542372881356,1.5,1.8,83.33333333333333,0.3,2.6,2.8,1.8,0.6,0.5,0.7,2.3,6.4,No Awards,2014-15
Anthony Tolliver,29.0,DET,PF,52.0,11.0,22.3,2.6,6.1,42.622950819672134,1.6,4.4,36.36363636363637,1.0,1.8,55.55555555555556,55.73770491803279,1.0,1.2,83.33333333333334,0.9,2.8,3.7,0.9,0.4,0.3,0.8,2.3,7.7,No Awards,2014-15
Jerami Grant,20.0,PHI,SF,65.0,11.0,21.2,1.9,5.4,35.18518518518518,0.8,2.4,33.333333333333336,1.2,3.0,40.0,42.59259259259259,1.8,3.0,60.0,0.8,2.3,3.0,1.2,0.6,1.0,1.3,2.2,6.3,No Awards,2014-15
Shane Larkin,22.0,NYK,PG,76.0,22.0,24.5,2.5,5.7,43.859649122807014,0.5,1.5,33.33333333333333,2.0,4.2,47.61904761904761,48.24561403508772,0.8,1.0,80.0,0.4,1.9,2.3,3.0,1.2,0.1,1.1,2.0,6.2,No Awards,2014-15
Kyle Singler,26.0,DET,SF,54.0,40.0,23.8,2.6,6.5,40.0,1.4,3.5,40.0,1.2,3.0,40.0,50.76923076923077,0.5,0.7,71.42857142857143,0.4,2.1,2.6,1.2,0.6,0.3,0.8,1.8,7.1,No Awards,2014-15
Caron Butler,34.0,DET,SF,78.0,21.0,20.8,2.1,5.1,41.1764705882353,1.1,2.8,39.28571428571429,1.0,2.3,43.47826086956522,51.960784313725505,0.7,0.8,87.49999999999999,0.3,2.2,2.5,1.0,0.6,0.1,0.6,1.5,5.9,No Awards,2014-15
Kirk Hinrich,34.0,CHI,SG,66.0,22.0,24.4,2.2,5.8,37.931034482758626,0.9,2.5,36.0,1.3,3.2,40.625,45.6896551724138,0.5,0.8,62.5,0.3,1.5,1.8,2.2,0.7,0.2,1.1,2.2,5.7,No Awards,2014-15
