Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Season
John Salley,25.0,DET,PF,82.0,12.0,23.3,2.5,5.0,50.0,0.0,0.0,0.0,2.5,4.9,51.02040816326531,50.0,2.1,3.0,70.0,1.9,3.5,5.4,0.8,0.6,1.9,1.2,3.4,7.2,No Awards,1989-90
Tom Garrick,23.0,LAC,SG,73.0,22.0,23.6,2.8,5.8,48.275862068965516,0.1,0.3,33.333333333333336,2.8,5.5,50.90909090909091,49.137931034482754,1.2,1.6,74.99999999999999,0.5,1.8,2.2,4.0,1.2,0.1,1.6,2.1,7.0,No Awards,1989-90
Cliff Levingston,29.0,ATL,PF,75.0,5.0,22.7,2.9,5.7,50.87719298245613,0.0,0.1,0.0,2.9,5.6,51.78571428571429,50.87719298245613,1.1,1.6,68.75,1.5,2.7,4.3,1.1,0.7,0.5,0.7,2.9,6.9,No Awards,1989-90
David Wingate,26.0,SAS,SG,78.0,2.0,23.8,2.8,6.3,44.44444444444444,0.0,0.2,0.0,2.8,6.1,45.90163934426229,44.44444444444444,1.1,1.4,78.57142857142858,0.8,1.7,2.5,2.7,1.1,0.2,1.6,2.0,6.8,No Awards,1989-90
Steve Kerr,24.0,CLE,PG,78.0,5.0,21.3,2.5,5.5,45.45454545454545,0.9,1.8,50.0,1.5,3.7,40.54054054054054,53.63636363636364,0.8,0.9,88.8888888888889,0.2,1.1,1.3,3.2,0.6,0.1,0.9,0.8,6.7,No Awards,1989-90
Michael Cooper,33.0,LAL,SG,80.0,10.0,23.1,2.4,6.2,38.70967741935484,0.6,2.0,30.0,1.8,4.2,42.857142857142854,43.548387096774185,1.0,1.2,83.33333333333334,0.7,2.1,2.8,2.7,0.8,0.5,1.1,2.6,6.4,No Awards,1989-90
Rory Sparrow,31.0,MIA,PG,82.0,25.0,21.4,2.6,6.2,41.935483870967744,0.1,0.5,20.0,2.5,5.7,43.859649122807014,42.74193548387096,0.7,0.9,77.77777777777777,0.5,1.2,1.7,3.6,0.6,0.0,1.2,1.7,5.9,No Awards,1989-90
Chris Dudley,24.0,2TM,PF,64.0,30.0,21.2,2.3,5.5,41.81818181818181,0.0,0.0,0.0,2.3,5.5,41.81818181818181,41.81818181818181,0.9,2.8,32.142857142857146,2.7,3.9,6.6,0.6,0.6,1.1,1.3,2.6,5.5,No Awards,1989-90
John Bagley,29.0,BOS,PG,54.0,17.0,20.3,1.9,4.0,47.5,0.0,0.3,0.0,1.8,3.7,48.648648648648646,47.5,0.5,0.7,71.42857142857143,0.5,1.2,1.6,5.5,0.7,0.1,1.7,1.4,4.3,No Awards,1989-90
Sidney Lowe,30.0,MIN,PG,80.0,38.0,21.8,0.9,2.9,31.03448275862069,0.0,0.1,0.0,0.9,2.8,32.142857142857146,31.03448275862069,0.5,0.7,71.42857142857143,0.5,1.5,2.0,4.2,0.9,0.1,0.8,1.4,2.3,No Awards,1989-90
Ricky Pierce,31.0,2TM,SG,78.0,2.0,27.8,7.2,14.8,48.648648648648646,0.6,1.5,40.0,6.6,13.3,49.62406015037594,50.67567567567567,5.5,6.0,91.66666666666666,0.9,1.6,2.4,2.2,0.8,0.2,1.9,2.2,20.5,"6MOY-4,AS",1990-91
Kevin McHale,33.0,BOS,PF,68.0,10.0,30.4,7.4,13.4,55.223880597014926,0.2,0.5,40.0,7.2,12.9,55.81395348837209,55.970149253731336,3.4,4.0,85.0,2.1,4.9,7.1,1.9,0.4,2.1,2.1,2.9,18.4,"MVP-19,6MOY-3,AS",1990-91
Dale Ellis,30.0,2TM,SG,51.0,24.0,27.9,6.7,14.1,47.5177304964539,1.1,3.1,35.483870967741936,5.5,11.0,50.0,51.41843971631206,2.4,3.3,72.72727272727273,1.3,2.1,3.4,1.9,1.0,0.2,1.6,2.2,16.8,No Awards,1990-91
Eddie Johnson,31.0,2TM,SG,81.0,27.0,25.7,6.7,13.9,48.201438848920866,0.5,1.5,33.33333333333333,6.2,12.4,50.0,50.0,2.8,3.2,87.49999999999999,1.3,2.0,3.3,1.4,0.7,0.1,1.5,2.2,16.7,No Awards,1990-91
Eddie Johnson,31.0,SEA,SG,66.0,27.0,26.9,6.9,14.2,48.591549295774655,0.5,1.5,33.33333333333333,6.4,12.7,50.393700787401585,50.352112676056336,3.2,3.5,91.42857142857143,1.4,2.0,3.4,1.4,0.7,0.1,1.5,2.2,17.4,No Awards,1990-91
Detlef Schrempf,28.0,IND,PF,82.0,3.0,32.1,5.3,10.1,52.475247524752476,0.2,0.5,40.0,5.1,9.6,53.125,53.465346534653456,5.4,6.6,81.81818181818183,2.2,5.9,8.0,3.7,0.7,0.3,2.1,3.2,16.1,6MOY-1,1990-91
Ron Anderson,32.0,PHI,SF,82.0,13.0,28.5,6.2,12.9,48.06201550387597,0.1,0.5,20.0,6.1,12.3,49.59349593495934,48.44961240310077,2.0,2.4,83.33333333333334,1.3,3.2,4.5,1.4,0.8,0.2,1.2,2.0,14.6,No Awards,1990-91
Terry Catledge,27.0,ORL,PF,51.0,38.0,28.6,5.7,12.4,45.96774193548387,0.0,0.1,0.0,5.7,12.3,46.34146341463414,45.96774193548387,3.2,5.1,62.7450980392157,3.3,3.7,7.0,1.1,0.7,0.2,2.1,2.2,14.6,No Awards,1990-91
Mark Aguirre,31.0,DET,SF,78.0,13.0,25.7,5.4,11.7,46.15384615384616,0.3,1.0,30.0,5.1,10.7,47.66355140186916,47.435897435897445,3.1,4.1,75.60975609756099,1.7,3.1,4.8,1.8,0.6,0.3,1.6,2.7,14.2,No Awards,1990-91
Mahmoud Abdul-Rauf,21.0,DEN,PG,67.0,19.0,22.5,6.2,15.1,41.05960264900663,0.4,1.5,26.666666666666668,5.9,13.6,43.38235294117647,42.384105960264904,1.3,1.5,86.66666666666667,0.5,1.3,1.8,3.1,0.8,0.1,1.6,2.2,14.1,No Awards,1990-91
Otis Smith,27.0,ORL,SF,75.0,39.0,25.1,5.4,12.0,45.0,0.1,0.6,16.666666666666668,5.3,11.4,46.49122807017543,45.416666666666664,2.9,4.0,72.5,2.3,2.8,5.2,2.3,1.1,0.5,1.9,2.5,13.9,No Awards,1990-91
John Battle,28.0,ATL,SG,79.0,2.0,23.6,5.0,10.9,45.87155963302752,0.2,0.6,33.333333333333336,4.8,10.3,46.60194174757281,46.78899082568807,3.4,4.0,85.0,0.4,1.6,2.0,2.7,0.6,0.1,1.4,1.8,13.6,No Awards,1990-91
Dan Majerle,25.0,PHO,SF,77.0,7.0,29.6,5.2,10.7,48.5981308411215,0.4,1.1,36.36363636363637,4.8,9.5,50.526315789473685,50.46728971962617,2.9,3.9,74.35897435897436,2.2,3.2,5.4,2.8,1.4,0.5,1.5,2.1,13.6,6MOY-2,1990-91
Walter Davis,36.0,2TM,SG,71.0,14.0,20.9,5.7,12.1,47.10743801652893,0.2,0.5,40.0,5.5,11.6,47.41379310344828,47.93388429752066,1.5,1.6,93.75,1.0,1.5,2.5,1.8,1.1,0.0,1.2,2.1,13.0,No Awards,1990-91
Ledell Eackles,24.0,WSB,SG,67.0,17.0,24.1,5.1,11.4,44.73684210526315,0.2,0.9,22.222222222222225,4.9,10.5,46.666666666666664,45.61403508771929,2.4,3.3,72.72727272727273,0.7,1.2,1.9,2.0,0.7,0.1,1.7,1.8,13.0,No Awards,1990-91
Jerry Reynolds,28.0,ORL,SG,80.0,9.0,23.0,4.3,9.9,43.43434343434343,0.1,0.4,25.0,4.2,9.5,44.21052631578948,43.93939393939393,4.2,5.2,80.76923076923077,1.1,2.6,3.7,2.5,1.2,0.7,2.2,1.5,12.9,6MOY-6,1990-91
Herb Williams,32.0,DAL,C,60.0,36.0,30.5,5.5,10.9,50.45871559633027,0.0,0.1,0.0,5.5,10.9,50.45871559633027,50.45871559633027,1.4,2.2,63.636363636363626,1.4,4.5,6.0,1.6,0.5,1.5,1.9,3.3,12.5,No Awards,1990-91
Thurl Bailey,29.0,UTA,PF,82.0,22.0,30.3,4.9,10.6,46.22641509433963,0.0,0.0,0.0,4.9,10.6,46.22641509433963,46.22641509433963,2.7,3.3,81.81818181818183,1.2,3.7,5.0,1.5,0.6,1.1,1.6,2.0,12.4,6MOY-6,1990-91
Sleepy Floyd,30.0,HOU,PG,82.0,4.0,22.6,4.7,11.5,40.869565217391305,0.6,2.1,28.57142857142857,4.1,9.3,44.08602150537634,43.47826086956522,2.3,3.0,76.66666666666666,0.6,1.3,1.9,3.9,1.2,0.2,1.7,1.5,12.3,No Awards,1990-91
Kevin Edwards,25.0,MIA,SG,79.0,16.0,25.3,4.8,11.7,41.02564102564102,0.3,1.1,27.27272727272727,4.5,10.7,42.056074766355145,42.307692307692314,2.2,2.7,81.4814814814815,1.0,1.6,2.6,3.0,1.6,0.6,2.1,1.9,12.1,No Awards,1990-91
Willie Burton,22.0,MIA,SF,76.0,26.0,25.4,4.5,10.2,44.117647058823536,0.1,0.4,25.0,4.4,9.8,44.89795918367347,44.6078431372549,3.0,3.9,76.92307692307693,1.5,2.0,3.4,1.4,0.9,0.3,1.9,3.6,12.0,No Awards,1990-91
Vinnie Johnson,34.0,DET,SG,82.0,28.0,29.1,5.0,11.4,43.859649122807014,0.1,0.4,25.0,4.8,11.0,43.63636363636363,44.29824561403509,1.6,2.5,64.0,1.3,2.1,3.4,3.3,0.9,0.2,1.4,2.0,11.7,No Awards,1990-91
Clifford Robinson,24.0,POR,PF,82.0,11.0,23.7,4.5,9.8,45.91836734693877,0.1,0.2,50.0,4.5,9.6,46.875,46.42857142857142,2.5,3.8,65.78947368421053,1.5,2.8,4.3,1.8,1.0,0.9,1.6,3.2,11.7,No Awards,1990-91
Danny Ainge,31.0,POR,SG,80.0,0.0,21.4,4.2,8.9,47.19101123595505,1.3,3.1,41.935483870967744,2.9,5.8,50.0,54.49438202247191,1.4,1.7,82.35294117647058,0.6,2.0,2.6,3.6,0.8,0.2,1.3,2.4,11.1,6MOY-5,1990-91
Micheal Williams,24.0,IND,PG,73.0,37.0,23.4,3.6,7.2,50.0,0.0,0.1,0.0,3.6,7.1,50.70422535211267,50.0,4.0,4.5,88.88888888888889,0.7,1.7,2.4,4.8,2.1,0.2,2.1,2.8,11.1,No Awards,1990-91
Kendall Gill,22.0,CHH,SG,82.0,36.0,23.7,4.6,10.2,45.09803921568628,0.0,0.2,0.0,4.6,10.0,46.0,45.09803921568628,1.9,2.2,86.36363636363636,1.3,1.9,3.2,3.7,1.3,0.5,2.0,2.3,11.0,No Awards,1990-91
Rik Smits,24.0,IND,C,76.0,38.0,22.2,4.5,9.3,48.387096774193544,0.0,0.0,0.0,4.5,9.3,48.387096774193544,48.387096774193544,1.9,2.5,76.0,1.5,3.2,4.7,1.1,0.3,1.5,1.1,3.2,10.9,No Awards,1990-91
Moses Malone,35.0,ATL,C,82.0,15.0,23.3,3.4,7.3,46.57534246575342,0.0,0.1,0.0,3.4,7.2,47.22222222222222,46.57534246575342,3.8,4.5,84.44444444444444,3.3,4.8,8.1,0.8,0.4,0.9,1.7,1.6,10.6,6MOY-6,1990-91
Danny Schayes,31.0,MIL,C,82.0,38.0,27.2,3.6,7.3,49.31506849315069,0.0,0.1,0.0,3.6,7.2,50.0,49.31506849315069,3.3,4.0,82.5,2.1,4.4,6.5,1.2,0.7,0.7,1.3,3.2,10.6,No Awards,1990-91
Pervis Ellison,23.0,WSB,C,76.0,30.0,25.6,4.3,8.4,51.19047619047619,0.0,0.1,0.0,4.3,8.3,51.80722891566264,51.19047619047619,1.8,2.8,64.28571428571429,2.9,4.8,7.7,1.3,0.6,2.1,1.9,3.5,10.4,No Awards,1990-91
Olden Polynice,26.0,2TM,C,79.0,30.0,26.5,4.0,7.1,56.33802816901409,0.0,0.0,0.0,4.0,7.1,56.33802816901409,56.33802816901409,1.8,3.2,56.25,2.8,4.2,7.0,0.5,0.5,0.4,1.1,2.4,9.8,No Awards,1990-91
Alex English,37.0,DAL,SF,79.0,26.0,22.1,4.1,9.3,44.08602150537634,0.0,0.0,0.0,4.1,9.3,44.08602150537634,44.08602150537634,1.5,1.8,83.33333333333333,1.4,1.8,3.2,1.3,0.5,0.3,1.3,1.8,9.7,No Awards,1990-91
Rod Higgins,31.0,GSW,SF,82.0,9.0,24.7,3.2,6.8,47.05882352941177,0.9,2.7,33.33333333333333,2.3,4.1,56.09756097560976,53.676470588235304,2.3,2.8,82.14285714285714,1.3,3.0,4.3,1.4,0.6,0.5,0.8,2.4,9.5,No Awards,1990-91
A.C. Green,27.0,LAL,PF,82.0,21.0,26.4,3.1,6.6,46.96969696969697,0.1,0.7,14.285714285714288,3.0,5.9,50.847457627118644,47.72727272727273,2.7,3.7,72.97297297297297,2.5,3.8,6.3,0.9,0.7,0.3,1.2,1.4,9.1,No Awards,1990-91
Kenny Gattison,26.0,CHH,PF,72.0,6.0,21.6,3.4,6.3,53.96825396825397,0.0,0.0,0.0,3.4,6.3,53.96825396825397,53.96825396825397,2.3,3.4,67.6470588235294,1.9,3.4,5.3,0.6,0.7,0.9,1.4,2.9,9.0,No Awards,1990-91
B.J. Armstrong,23.0,CHI,PG,82.0,0.0,21.1,3.7,7.7,48.05194805194805,0.2,0.4,50.0,3.5,7.3,47.945205479452056,49.35064935064935,1.2,1.4,85.71428571428572,0.3,1.5,1.8,3.7,0.9,0.0,1.3,1.4,8.8,No Awards,1990-91
A.J. English,23.0,WSB,SG,70.0,12.0,20.6,3.6,8.2,43.90243902439025,0.0,0.4,0.0,3.5,7.7,45.45454545454545,43.90243902439025,1.6,2.2,72.72727272727273,0.9,1.2,2.1,2.5,0.4,0.2,1.6,1.8,8.8,No Awards,1990-91
Mark Jackson,25.0,NYK,PG,72.0,21.0,22.2,3.5,7.1,49.29577464788733,0.2,0.7,28.571428571428577,3.3,6.3,52.38095238095239,50.70422535211267,1.6,2.2,72.72727272727273,0.9,1.9,2.7,6.3,0.8,0.1,1.9,1.1,8.8,No Awards,1990-91
Randy White,23.0,DAL,PF,79.0,29.0,24.1,3.4,8.4,40.476190476190474,0.1,0.5,20.0,3.3,7.9,41.77215189873417,41.07142857142856,2.0,2.8,71.42857142857143,2.2,4.2,6.4,0.8,1.0,0.6,1.7,3.9,8.8,No Awards,1990-91
Dee Brown,22.0,BOS,PG,82.0,5.0,23.7,3.5,7.5,46.666666666666664,0.1,0.4,25.0,3.4,7.0,48.57142857142857,47.333333333333336,1.7,1.9,89.47368421052632,0.5,1.7,2.2,4.2,1.0,0.2,1.7,2.0,8.7,ROY-4,1990-91
Danny Ferry,24.0,CLE,PF,81.0,2.0,20.5,3.4,7.9,43.0379746835443,0.3,1.0,30.0,3.1,7.0,44.28571428571429,44.93670886075949,1.5,1.9,78.94736842105263,1.2,2.3,3.5,1.8,0.5,0.3,1.5,2.8,8.6,No Awards,1990-91
Winston Garland,26.0,LAC,PG,69.0,26.0,24.7,3.2,7.5,42.66666666666667,0.1,0.4,25.0,3.1,7.1,43.66197183098592,43.333333333333336,1.7,2.3,73.91304347826087,0.7,2.2,2.9,4.6,1.4,0.1,1.7,2.7,8.2,No Awards,1990-91
Tom Tolbert,25.0,GSW,PF,62.0,32.0,22.1,3.0,7.0,42.857142857142854,0.1,0.3,33.333333333333336,2.8,6.6,42.42424242424242,43.57142857142857,2.0,2.8,71.42857142857143,1.4,3.0,4.4,1.2,0.6,0.6,1.3,3.1,8.1,No Awards,1990-91
Jerome Lane,24.0,DEN,PF,62.0,25.0,22.3,3.3,7.4,44.59459459459459,0.0,0.1,0.0,3.2,7.4,43.24324324324324,44.59459459459459,0.9,2.3,39.130434782608695,4.5,4.8,9.3,2.0,0.8,0.2,1.7,3.1,7.5,No Awards,1990-91
Paul Pressey,32.0,SAS,SG,70.0,18.0,24.0,2.9,6.1,47.54098360655738,0.2,0.8,25.0,2.6,5.3,49.05660377358491,49.180327868852466,1.6,1.9,84.21052631578948,0.7,1.8,2.5,3.9,0.9,0.5,1.9,2.5,7.5,No Awards,1990-91
John Salley,26.0,DET,PF,74.0,1.0,22.3,2.4,5.1,47.05882352941176,0.0,0.0,0.0,2.4,5.1,47.05882352941176,47.05882352941176,2.5,3.5,71.42857142857143,1.9,2.6,4.4,0.9,0.7,1.5,1.2,3.2,7.4,No Awards,1990-91
Joe Wolf,26.0,DEN,C,74.0,38.0,21.5,3.2,7.0,45.714285714285715,0.0,0.2,0.0,3.1,6.8,45.58823529411765,45.714285714285715,0.9,1.1,81.81818181818181,1.8,3.6,5.4,1.4,0.8,0.4,1.3,3.3,7.3,No Awards,1990-91
Jim Les,27.0,SAC,PG,55.0,8.0,25.4,2.2,4.9,44.89795918367347,1.3,2.8,46.42857142857144,0.9,2.1,42.857142857142854,58.16326530612245,1.6,1.9,84.21052631578948,0.3,1.7,2.0,5.4,1.0,0.1,1.4,2.6,7.2,No Awards,1990-91
Chris Dudley,25.0,NJN,C,61.0,25.0,25.6,2.8,6.8,41.17647058823529,0.0,0.0,0.0,2.8,6.8,41.17647058823529,41.17647058823529,1.5,2.9,51.724137931034484,3.8,4.6,8.4,0.6,0.6,2.5,1.3,3.6,7.1,No Awards,1990-91
Andre Turner,26.0,PHI,PG,70.0,1.0,20.1,2.4,5.5,43.63636363636363,0.2,0.5,40.0,2.2,5.0,44.00000000000001,45.45454545454545,0.9,1.2,75.0,0.5,1.7,2.2,4.4,0.9,0.0,1.4,1.8,5.9,No Awards,1990-91
Tod Murphy,27.0,MIN,PF,52.0,19.0,20.4,1.7,4.4,38.63636363636363,0.0,0.3,0.0,1.7,4.0,42.5,38.63636363636363,1.3,2.0,65.0,1.8,3.1,4.9,1.2,0.5,0.4,0.6,1.9,4.8,No Awards,1990-91
Larry Smith,33.0,HOU,PF,81.0,28.0,23.7,1.6,3.2,50.0,0.0,0.0,0.0,1.6,3.2,50.0,50.0,0.1,0.6,16.666666666666668,3.7,5.0,8.8,1.1,1.0,0.3,1.1,3.3,3.3,6MOY-6,1990-91
Šarūnas Marčiulionis,27.0,GSW,SG,72.0,5.0,29.4,6.8,12.7,53.54330708661418,0.0,0.1,0.0,6.8,12.5,54.400000000000006,53.54330708661418,5.2,6.6,78.7878787878788,0.9,1.9,2.9,3.4,1.6,0.1,2.7,3.3,18.9,6MOY-2,1991-92
Dan Majerle,26.0,PHO,SF,82.0,15.0,34.8,6.7,14.1,47.5177304964539,1.1,2.8,39.28571428571429,5.7,11.3,50.442477876106196,51.41843971631206,2.8,3.7,75.67567567567566,1.8,4.1,5.9,3.3,1.6,0.5,1.2,1.9,17.3,"6MOY-3,AS",1991-92
Detlef Schrempf,29.0,IND,PF,80.0,4.0,32.6,6.2,11.6,53.448275862068975,0.3,0.9,33.33333333333333,5.9,10.7,55.14018691588786,54.741379310344826,4.6,5.5,83.63636363636363,2.5,7.1,9.6,3.9,0.8,0.5,2.4,3.6,17.3,"MVP-16,6MOY-1",1991-92
Eddie Johnson,32.0,SEA,SF,81.0,19.0,29.2,6.6,14.4,45.83333333333333,0.3,1.3,23.076923076923077,6.3,13.0,48.46153846153846,46.875,3.6,4.2,85.71428571428571,1.5,2.1,3.6,2.0,0.7,0.1,1.6,2.5,17.1,No Awards,1991-92
Dell Curry,27.0,CHH,SG,77.0,0.0,26.2,6.5,13.5,48.148148148148145,1.0,2.4,41.66666666666667,5.6,11.1,50.45045045045045,51.85185185185185,1.6,2.0,80.0,0.7,2.6,3.4,2.3,1.2,0.3,1.7,2.0,15.7,No Awards,1991-92
Dale Ellis,31.0,MIL,SF,81.0,11.0,27.0,6.0,12.8,46.875,1.7,4.1,41.463414634146346,4.3,8.7,49.42528735632184,53.515624999999986,2.0,2.6,76.92307692307692,1.1,2.0,3.1,1.3,0.7,0.2,1.5,1.9,15.7,No Awards,1991-92
Shawn Kemp,22.0,SEA,PF,64.0,23.0,28.3,5.7,11.2,50.89285714285715,0.0,0.0,0.0,5.7,11.2,50.89285714285715,50.89285714285715,4.2,5.6,75.00000000000001,4.1,6.3,10.4,1.3,1.1,1.9,2.4,4.1,15.5,No Awards,1991-92
Anthony Bowie,28.0,ORL,SG,52.0,26.0,33.1,6.0,12.2,49.180327868852466,0.3,0.8,37.49999999999999,5.7,11.3,50.442477876106196,50.40983606557378,2.3,2.6,88.46153846153845,1.3,3.4,4.7,3.1,1.1,0.7,2.1,1.9,14.6,No Awards,1991-92
Kevin McHale,34.0,BOS,PF,56.0,1.0,25.0,5.8,11.3,51.32743362831857,0.0,0.2,0.0,5.8,11.1,52.25225225225225,51.32743362831857,2.4,2.9,82.75862068965517,2.1,3.8,5.9,1.5,0.2,1.1,1.5,2.0,13.9,No Awards,1991-92
John Starks,26.0,NYK,SG,82.0,0.0,25.8,4.9,11.0,44.54545454545455,1.1,3.3,33.333333333333336,3.8,7.7,49.35064935064935,49.54545454545455,2.9,3.7,78.37837837837837,0.5,1.8,2.3,3.4,1.3,0.2,1.8,2.8,13.9,6MOY-4,1991-92
Ron Anderson,33.0,PHI,SF,82.0,11.0,29.7,5.7,12.3,46.34146341463414,0.5,1.5,33.33333333333333,5.2,10.7,48.5981308411215,48.37398373983739,1.7,2.0,85.0,1.2,2.2,3.4,1.6,1.0,0.1,1.3,1.6,13.7,No Awards,1991-92
Ledell Eackles,25.0,WSB,SG,65.0,25.0,22.5,5.5,11.7,47.00854700854701,0.1,0.5,20.0,5.4,11.1,48.64864864864865,47.43589743589744,2.1,2.9,72.41379310344827,0.6,2.1,2.7,1.9,0.7,0.1,1.2,2.2,13.2,No Awards,1991-92
Duane Ferrell,26.0,ATL,SF,66.0,12.0,24.2,5.0,9.6,52.083333333333336,0.2,0.5,40.0,4.8,9.1,52.74725274725275,53.125,2.5,3.3,75.75757575757575,1.6,1.6,3.2,1.4,0.7,0.3,1.5,2.0,12.7,No Awards,1991-92
Clifford Robinson,25.0,POR,SF,82.0,7.0,25.9,4.9,10.4,47.11538461538461,0.0,0.1,0.0,4.8,10.3,46.60194174757281,47.11538461538461,2.7,4.0,67.5,1.7,3.4,5.1,1.7,1.0,1.3,1.9,3.3,12.4,No Awards,1991-92
Ken Norman,27.0,LAC,SF,77.0,24.0,26.1,5.2,10.7,48.5981308411215,0.1,0.4,25.0,5.2,10.3,50.48543689320388,49.06542056074767,1.6,2.9,55.172413793103445,2.1,3.8,5.8,1.6,0.7,0.9,1.3,1.9,12.1,No Awards,1991-92
Hot Rod Williams,29.0,CLE,C,80.0,12.0,30.4,4.3,8.5,50.588235294117645,0.0,0.1,0.0,4.3,8.4,51.19047619047619,50.588235294117645,3.4,4.5,75.55555555555556,2.9,4.7,7.6,2.5,0.8,2.3,1.0,2.4,11.9,No Awards,1991-92
Herb Williams,33.0,DAL,C,75.0,26.0,27.2,4.9,11.3,43.36283185840708,0.0,0.1,0.0,4.9,11.3,43.36283185840708,43.36283185840708,1.7,2.3,73.91304347826087,1.4,4.6,6.1,1.3,0.5,1.3,1.5,2.5,11.5,No Awards,1991-92
Thurl Bailey,30.0,2TM,PF,84.0,18.0,25.0,4.4,10.0,44.00000000000001,0.0,0.0,0.0,4.4,9.9,44.44444444444445,44.00000000000001,2.6,3.2,81.25,1.5,4.3,5.8,0.9,0.4,1.4,1.3,1.9,11.3,No Awards,1991-92
Thurl Bailey,30.0,MIN,PF,71.0,18.0,25.0,4.6,10.4,44.230769230769226,0.0,0.0,0.0,4.6,10.3,44.66019417475727,44.230769230769226,2.4,3.0,80.0,1.4,4.3,5.7,0.8,0.4,1.4,1.2,1.8,11.7,No Awards,1991-92
Mark Aguirre,32.0,DET,SF,75.0,12.0,21.1,4.5,10.5,42.857142857142854,0.2,0.9,22.222222222222225,4.3,9.5,45.263157894736835,43.8095238095238,2.1,3.1,67.74193548387098,0.9,2.3,3.1,1.7,0.7,0.1,1.4,2.3,11.3,No Awards,1991-92
J.R. Reid,23.0,CHH,C,51.0,7.0,24.6,4.2,8.5,49.411764705882355,0.0,0.1,0.0,4.2,8.5,49.411764705882355,49.411764705882355,2.6,3.7,70.27027027027027,1.9,4.3,6.2,1.6,1.0,0.5,1.6,3.1,11.0,No Awards,1991-92
Antoine Carr,30.0,SAS,PF,81.0,27.0,23.0,4.4,9.0,48.88888888888889,0.0,0.1,0.0,4.4,9.0,48.88888888888889,48.88888888888889,2.0,2.6,76.92307692307692,1.6,2.7,4.3,0.8,0.4,1.2,1.4,3.3,10.9,No Awards,1991-92
A.J. English,24.0,WSB,SG,81.0,6.0,20.6,4.5,10.4,43.26923076923077,0.1,0.4,25.0,4.4,10.0,44.00000000000001,43.74999999999999,1.8,2.2,81.81818181818181,0.9,1.2,2.1,1.8,0.4,0.1,1.1,2.0,10.9,No Awards,1991-92
Doc Rivers,30.0,LAC,PG,59.0,25.0,28.1,3.8,9.0,42.22222222222222,0.4,1.6,25.0,3.4,7.5,45.33333333333333,44.44444444444444,2.8,3.3,84.84848484848484,0.4,2.1,2.5,3.9,1.9,0.3,1.6,2.8,10.9,No Awards,1991-92
Stanley Roberts,21.0,ORL,C,55.0,34.0,20.3,4.3,8.1,53.086419753086425,0.0,0.0,0.0,4.3,8.1,53.086419753086425,53.086419753086425,1.8,3.6,50.0,2.1,4.1,6.1,0.7,0.4,1.5,1.4,4.0,10.4,No Awards,1991-92
John Battle,29.0,CLE,SG,76.0,2.0,21.5,4.2,8.7,48.27586206896552,0.0,0.2,0.0,4.1,8.4,48.8095238095238,48.27586206896552,1.9,2.3,82.6086956521739,0.3,1.2,1.5,2.1,0.5,0.1,1.2,1.5,10.3,No Awards,1991-92
Bimbo Coles,23.0,MIA,PG,81.0,28.0,24.4,3.6,8.0,45.0,0.1,0.6,16.666666666666668,3.5,7.4,47.2972972972973,45.625,2.7,3.2,84.375,0.9,1.5,2.3,4.5,0.9,0.2,2.1,1.9,10.1,No Awards,1991-92
Kevin Edwards,26.0,MIA,PG,81.0,1.0,22.7,4.0,8.8,45.45454545454545,0.1,0.4,25.0,3.9,8.4,46.42857142857142,46.022727272727266,2.0,2.4,83.33333333333334,0.7,1.9,2.6,2.1,1.2,0.2,1.5,1.7,10.1,No Awards,1991-92
Paul Graham,24.0,ATL,SG,78.0,9.0,22.0,3.9,8.7,44.827586206896555,0.7,1.8,38.888888888888886,3.2,6.9,46.3768115942029,48.85057471264368,1.6,2.2,72.72727272727273,0.9,2.0,3.0,2.2,1.2,0.3,1.2,2.5,10.1,No Awards,1991-92
B.J. Armstrong,24.0,CHI,PG,82.0,3.0,22.9,4.1,8.5,48.23529411764705,0.4,1.1,36.36363636363637,3.7,7.4,50.0,50.588235294117645,1.3,1.6,81.25,0.2,1.5,1.8,3.2,0.6,0.1,1.1,1.1,9.9,No Awards,1991-92
Tyrone Corbin,29.0,2TM,SF,80.0,9.0,27.6,3.8,7.9,48.101265822784804,0.0,0.1,0.0,3.8,7.8,48.717948717948715,48.101265822784804,2.2,2.5,88.00000000000001,2.0,3.9,5.9,1.8,1.0,0.3,1.2,2.4,9.8,6MOY-4,1991-92
Tyrone Corbin,29.0,UTA,SF,69.0,1.0,27.0,3.6,7.1,50.70422535211267,0.0,0.0,0.0,3.6,7.0,51.42857142857144,50.70422535211267,1.9,2.1,90.47619047619047,2.0,3.8,5.8,1.6,1.0,0.2,1.0,2.3,9.0,No Awards,1991-92
James Edwards,36.0,LAC,C,72.0,11.0,20.0,3.5,7.5,46.666666666666664,0.0,0.0,0.0,3.5,7.5,46.666666666666664,46.666666666666664,2.8,3.8,73.68421052631578,0.8,2.0,2.8,0.7,0.3,0.5,1.0,3.3,9.7,No Awards,1991-92
